Title,Location,Price,Bedrooms,Bathrooms,URL
5 Bedroom Detached Duplex,Osapa London Lekki Lagos,"₦ 700,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-5NWHA
State Of The Art 1 Bedroom Apartment With Pool,Lekki Phase 1 Lekki Lagos,"₦ 190,000,000",1,1,https://propertypro.ng/property/1-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-2NVXS
5 Bedroom Detached Duplex With Bq,Ikota Lekki Lagos,"₦ 460,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-0NWNL
5 Bedroom Detached Duplex With Bq,Ajah Lagos,"₦ 350,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ajah-lagos-8NWNP
4 Bedroom Detached Duplex With Bq,Fagba Agege Lagos,"₦ 240,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-fagba-agege-lagos-1NVVR
Beautiful Luxury 2 Bedroom Apartment,Ikate Lekki Lagos,"₦ 160,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-8NVXR
4 Bedroom Semi Detached Duplex With Bq,Ajah Lagos,"₦ 155,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-7NWBF
Newly Built 4 Bedroom Terrace Duplex With Bq,Lekki Phase 1 Lekki Lagos,"₦ 600,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-5NVXS
Newly Built 1 Bedroom Apartment With Pool,Lekki Phase 1 Lekki Lagos,"₦ 220,000,000",1,1,https://propertypro.ng/property/1-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-6NVZU
5 Bedroom Detached Duplex,Chevron Lekki Lagos,"₦ 750,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-0NRCA
5 Bedroom Detached Duplex With Bq,Ajah Lagos,"₦ 310,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ajah-lagos-8NWBF
5 Bedroom Detached Duplex With Bq,Ajah Lagos,"₦ 300,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ajah-lagos-7NWEP
5 Bedroom Detached Duplex With Bq,Ikate Lekki Lagos,"₦ 800,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-3NWBL
4 Bedroom Detached Duplex With Bq,Ajah Lagos,"₦ 180,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-8NWRW
3 Bedroom Apartment With Bq,Lekki Phase 1 Lekki Lagos,"₦ 350,000,000",3,3,https://propertypro.ng/property/3-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-0NVWJ
5 Bedroom Semi Detached Duplex With Pool,Lekki Phase 1 Lekki Lagos,"₦ 650,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-7NVWV
Newly Built 3 Bedroom Terrace Duplex,Ikota Lekki Lagos,"₦ 115,000,000",3,3,https://propertypro.ng/property/3-bedroom-house-for-sale-ikota-lekki-lagos-6NWAZ
Beautiful Luxury 4 Bedroom Penthouse With Bq,Ikate Lekki Lagos,"₦ 450,000,000",4,4,https://propertypro.ng/property/4-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-8NVXS
5 Bedroom Detached Duplex With Bq,Lekki Phase 1 Lekki Lagos,"₦ 750,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-8NWAN
A Fully Detached 4bedroom Duplex,Orchid Lekki Lagos,"₦ 10,000,000/year",4,5,https://propertypro.ng/property/4-bedroom-flat-apartment-for-rent-orchid-lekki-lagos-0NXXK
Newly Built 4 Bedroom Semi Detached Duplex With Bq,Ikota Lekki Lagos,"₦ 220,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-7NXCH
5 Bedroom Detached Duplex With Bq,Lekki Phase 1 Lekki Lagos,"₦ 1,500,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-9NWEP
3 Bedroom Terrace Duplex With Bq,Ikota Lekki Lagos,"₦ 130,000,000",3,3,https://propertypro.ng/property/3-bedroom-house-for-sale-ikota-lekki-lagos-8NWAZ
Luxurious 5 Bedroom Semi Detached Duplex With Bq,Ikate Lekki Lagos,"₦ 450,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-3NVZY
4 Bedroom Semi Detached Duplex With Pool,Lekki Phase 1 Lekki Lagos,"₦ 550,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-8NVWV
5 Bedroom Detached Duplex With Bq,Lekki Lagos,"₦ 480,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-lagos-2NWBL
Newly Built 4 Bedroom Semi Detached Duplex,Ajah Lagos,"₦ 130,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-3NWBH
4 Bedroom Detached Duplex With Bq,Ajah Lagos,"₦ 180,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-7NWBA
4 Bedroom Semi Detached Duplex With Bq,Orchid Lekki Lagos,"₦ 260,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-orchid-lekki-lagos-3NWPB
Contemporary 4 Bedroom Semi Detached Duplex With Bq,Ikota Lekki Lagos,"₦ 200,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-6NVZJ
4 Bedroom Detached Duplex With Bq,Ajah Lagos,"₦ 198,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-9NXCG
5 Bedroom Detached Duplex,Lekki Phase 1 Lekki Lagos,"₦ 750,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-3NUQR
1/2/3 Bedroom Apartment,Abijo Ajah Lagos,"₦ 60,000,000",0,0,https://propertypro.ng/property/house-for-sale-abijo-ajah-lagos-4MLYC
1 Bedroom Apartment,Sangotedo Ajah Lagos,"₦ 45,000,000",1,0,https://propertypro.ng/property/1-bedroom-flat-apartment-for-sale-sangotedo-ajah-lagos-7MNTW
2 Units Of 2 Bedroom Flat,Maya Ikorodu Lagos,"₦ 17,000,000",0,0,https://propertypro.ng/property/house-for-sale-maya-ikorodu-lagos-1MLYF
Land,Lakowe Ibeju Lekki Lagos,"₦ 19,990,000",0,0,https://propertypro.ng/property/land-for-sale-lakowe-ibeju-lekki-lagos-1MMAT
6 Units Of 3 Bedroom Flat,Governors Road Ikotun Igando Lagos,"₦ 180,000,000",0,0,https://propertypro.ng/property/house-for-sale-governors-road-ikotun-igando-lagos-0MLYH
Half Plot Of Land,Ifako Gbagada Ogba Lagos,"₦ 30,000,000",0,0,https://propertypro.ng/property/land-for-sale-ifako-gbagada-ogba-lagos-7MMBQ
Land,Idera Ibeju Lekki Lagos,"₦ 21,000,000",0,0,https://propertypro.ng/property/land-for-sale-idera-ibeju-lekki-lagos-2MMNE
Land,Ibeju Lekki Lagos,"₦ 21,000,000",0,0,https://propertypro.ng/property/land-for-sale-ibeju-lekki-lagos-6MMND
4 Bedroom Detached Duplex With Bq,Opic Ojodu Lagos,"₦ 170,000,000",4,0,https://propertypro.ng/property/4-bedroom-house-for-sale-opic-ojodu-lagos-9MMMW
5 Bedroom Detached Duplex,Chevron Lekki Lagos,"₦ 750,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-0NRCA
4 Bedroom Massionnette,Ikoyi Lagos,"$ 1,800,000",4,0,https://propertypro.ng/property/4-bedroom-house-for-sale-ikoyi-lagos-1NMWT
Uncompleted 4 Bedroom Duplex,Maya Ikorodu Lagos,"₦ 35,000,000",4,0,https://propertypro.ng/property/4-bedroom-house-for-sale-maya-ikorodu-lagos-7MLYE
3 Bedroom Duplex,"Oke Ira , Off Addo Road Ajah Lagos","₦ 60,000,000",0,0,https://propertypro.ng/property/land-for-sale-oke-ira-off-addo-road-ajah-lagos-3MMNJ
3 Bedroom Apartment,Yaba Lagos,"₦ 80,000,000",3,0,https://propertypro.ng/property/3-bedroom-flat-apartment-for-sale-yaba-lagos-7MMRQ
3 Bedroom Apartment,Surulere Lagos,"₦ 60,000,000",1,0,https://propertypro.ng/property/1-bedroom-house-for-sale-surulere-lagos-5MVJP
5 Bedroom Fully Detached Duplex,Lekki County Homes Ikota Lekki Lagos,"₦ 600,000,000",5,0,https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-county-homes-ikota-lekki-lagos-9MMFP
950sqm Land,Eden Estate Abraham Adesanya Estate Ajah Lagos,"₦ 170,000,000",0,0,https://propertypro.ng/property/land-for-sale-eden-estate-abraham-adesanya-estate-ajah-lagos-9MMBK
1 & 3 Bedroom Apartments,Chevron Lekki Lagos,"₦ 85,000,000",0,0,https://propertypro.ng/property/house-for-sale-chevron-lekki-lagos-3MMAU
4 Bedroom Terraced Duplex With Bq,"Felicity Haven, Jakande Ajiran Community Lekki Lagos","₦ 250,000,000",4,0,https://propertypro.ng/property/4-bedroom-flat-apartment-for-sale-felicity-haven-jakande-ajiran-community-lekki-lagos-9MMTH
2 Bedroom Apartment,Ikate Lekki Lagos,"₦ 130,000,000",2,0,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-1MVJP
2 Bedroom Flat,Oniru Victoria Island Lagos,"₦ 470,000,000",2,0,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-oniru-victoria-island-lagos-9MMFQ
Offplan 1 Bedroom Apartment,Ozumba Mbadiwe Victoria Island Lagos,"₦ 74,000,000",1,1,https://propertypro.ng/property/1-bedroom-flat-apartment-for-sale-ozumba-mbadiwe-victoria-island-lagos-6NXQP
4 Bedroom Semi Detached Duplex With 2 Bedroom Flat,Isheri North Gra Opic Ojodu Lagos,"₦ 110,000,000",4,0,https://propertypro.ng/property/4-bedroom-house-for-sale-isheri-north-gra-opic-ojodu-lagos-5MMMW
6 Units Of Mini Flat,Maya Ikorodu Lagos,"₦ 32,000,000",0,0,https://propertypro.ng/property/house-for-sale-maya-ikorodu-lagos-8MLYG
5 Bedroom Fully Detached Duplex,Osapa London Lekki Lagos,"₦ 250,000,000",5,0,https://propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-3MMFQ
2 Bedroom Apartment With Bq,Lekki Phase 1 Lekki Lagos,"₦ 150,000,000",2,0,https://propertypro.ng/property/2-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-6MNTY
House,Montego Bay 3 Extension Ikate Lekki Lagos,"₦ 250,000,000",0,0,https://propertypro.ng/property/house-for-sale-montego-bay-3-extension-ikate-lekki-lagos-1MMAU
6 Units Of Mini Flats Plus 4 Shops,Maya Ikorodu Lagos,"₦ 32,000,000",0,0,https://propertypro.ng/property/house-for-sale-maya-ikorodu-lagos-7MLYG
4 Bedroom Terraced Duplex With Bq,Ikota Lekki Lagos,"₦ 90,000,000",0,0,https://propertypro.ng/property/house-for-sale-ikota-lekki-lagos-9MLZC
3 Bedroom Duplex,"Richland Garden, Bogije Off Lekki Epe Expressway Ibeju Lekki Lagos","₦ 75,000,000",0,0,https://propertypro.ng/property/house-for-sale-richland-garden-bogije-off-lekki-epe-expressway-ibeju-lekki-lagos-6MMNC
2 Bedroom Home,Igbaja Surulere Lagos,"₦ 100,000,000",2,0,https://propertypro.ng/property/2-bedroom-house-for-sale-igbaja-surulere-lagos-4MMRQ
2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,"₦ 220,000,000",2,0,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-2NKBE
22 Bedroom Hotel,Ikorodu Lagos,"₦ 55,000,000",0,0,https://propertypro.ng/property/commercial-property-for-sale-ikorodu-lagos-0MMBR
5 Bedroom Fully Detached Duplex,Ajah Lagos,"₦ 260,000,000",5,0,https://propertypro.ng/property/5-bedroom-house-for-sale-ajah-lagos-7MMBK
500sqm Land,Ibeju Lekki Lagos,"₦ 39,000,000",0,0,https://propertypro.ng/property/land-for-sale-ibeju-lekki-lagos-1MNTX
5 Bedroom Detached Duplex,Pinnock Beach Estate Lekki Lagos,"₦ 1,500,000,000",5,0,https://propertypro.ng/property/5-bedroom-house-for-sale-pinnock-beach-estate-lekki-lagos-2MMFM
4 Bedroom Fully Detached Duplex With 2 Bq,Oniru Victoria Island Lagos,"₦ 600,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-oniru-victoria-island-lagos-7NXYX
Superbly Finished 5 Bedroom Detached Duplex,Old Ikoyi Ikoyi Lagos,"₦ 2,300,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-old-ikoyi-ikoyi-lagos-8NYDE
4 Bedroom Semi Detached Duplex With Bq,Lekki Phase 1 Lekki Lagos,"₦ 370,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-9NXYX
Blocks Of Flats,Close To Lasustech University Ita Oluwo Ikorodu Lagos,"₦ 110,000,000",0,0,https://propertypro.ng/property/house-for-sale-close-to-lasustech-university-ita-oluwo-ikorodu-lagos-4NVVG
Land,"Alpha And Omega,olumo Igbogbo Ikorodu Lagos","₦ 10,000,000",0,0,https://propertypro.ng/property/house-for-sale-alpha-and-omegaolumo-igbogbo-ikorodu-lagos-7NVVG
Uncompleted 12 Units Of 3 Bedroom Flat,"Ijosi, Ketu Lagos","₦ 450,000,000",0,0,https://propertypro.ng/property/house-for-sale-ijosi-ketu-lagos-0NXAW
Detached Bungalow,Oreyo Igbogbo Ikorodu Lagos,"₦ 35,000,000",0,0,https://propertypro.ng/property/house-for-sale-oreyo-igbogbo-ikorodu-lagos-6NXAV
2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,"₦ 220,000,000",2,0,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-2NKBE
Blocks Of Flats,Fish Pond Axus Agric Ikorodu Lagos,"₦ 55,000,000",0,0,https://propertypro.ng/property/house-for-sale-fish-pond-axus-agric-ikorodu-lagos-9NXRM
Newly Built 2 Bedroom Detached Duplex,"Oreyo, Igbogbo Ikorodu Lagos","₦ 55,000,000",2,2,https://propertypro.ng/property/2-bedroom-house-for-sale-oreyo-igbogbo-ikorodu-lagos-6NPTS
2 Bedroom Flat,"Beechwood Park, Sangotedo Sangotedo Lagos","₦ 50,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-beechwood-park-sangotedo-sangotedo-lagos-9NJWK
4 Bedroom Terrace Duplex,"Fara Park 2 Estate, Sangotedo Along Lekki Expressway Lekki Lagos","₦ 120,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-fara-park-2-estate-sangotedo-along-lekki-expressway-lekki-lagos-4NJWL
Luxury 4 Bedroom Semi Detached Duplex With Bq,Osapa London Lekki Lagos,"₦ 250,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-osapa-london-lekki-lagos-7NYLQ
5 Bedroom Duplex,Agungi Agungi Lekki Lagos,"₦ 350,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-agungi-agungi-lekki-lagos-9NWES
Nicely Built 4 Bedroom Detached Duplex,Victory Villa Estate Abijo Ajah Lagos,"₦ 120,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-victory-villa-estate-abijo-ajah-lagos-6NPDS
5 Bedroom Detached Duplex With Bq,Chevron Tollgate Lekki Lagos,"₦ 500,000,000",5,6,https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-tollgate-lekki-lagos-4NLRW
4 Bedroom Semi Detached Duplex With Bq,By Vgc Lekki Lagos,"₦ 150,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-by-vgc-lekki-lagos-0NQYC
Room Self Contained,Lekki Phase 1 Lekki Lagos,"₦ 3,000,000/year",1,0,https://propertypro.ng/property/flat-apartment-for-rent-lekki-phase-1-lekki-lagos-6NXLA
2 Bedroom Apartment,Igbo Efon Lekki Lagos,"₦ 65,000,000",2,2,https://propertypro.ng/property/2-bedroom-house-for-sale-igbo-efon-lekki-lagos-7NRAX
Stunning 5 Bedroom Detached Duplex With Bq,Chevron Tollgate Ikota Lekki Lagos,"₦ 460,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-tollgate-ikota-lekki-lagos-9NXAA
5 Bedroom Detached Duplex,Chevron Lekki Lagos,"₦ 510,000,000",5,6,https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-6NMTA
Newly Built 4 Bedroom Semi Detached Duplex,Ikota Lekki Lagos,"₦ 160,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-1NVEB
Land For Sale,Elerangbe Eleranigbe Ibeju Lekki Lagos,"₦ 25,000,000",0,0,https://propertypro.ng/property/land-for-sale-elerangbe-eleranigbe-ibeju-lekki-lagos-8NYEU
6 Bedroom Detached Duplex With Cinema,Lekki County Homes Estate ( Megamond) Ikota Lekki Lagos,"₦ 720,000,000",6,6,https://propertypro.ng/property/6-bedroom-house-for-sale-lekki-county-homes-estate-megamond-ikota-lekki-lagos-1NXUF
Newly Built 2 Bedroom Apartment In A Location,Ologolo Lekki Lagos,"₦ 100,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ologolo-lekki-lagos-9NVCH
4 Bedroom Terrace Duplex,Oniru Victoria Island Lagos,"₦ 650,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-oniru-victoria-island-lagos-8NXKY
House,Apapa Lagos,"₦ 1,200,000,000",0,0,https://propertypro.ng/property/house-for-sale-apapa-lagos-8NWWL
A Block Of 9 Flats,"Lawani Street, Surulere Lagos","₦ 300,000,000",0,0,https://propertypro.ng/property/house-for-sale-lawani-street-surulere-lagos-3NXUH
Functioning 5 Star Hotel,"Airport Road, Ajao Estate Isolo Lagos","₦ 1,200,000,000",0,0,https://propertypro.ng/property/commercial-property-for-sale-airport-road-ajao-estate-isolo-lagos-1NXUH
1000 Square Meters (fully Fenced & Gated In Ikoyi,Ikoyi Lagos,"₦ 1,700,000,000",0,0,https://propertypro.ng/property/land-for-sale-ikoyi-lagos-1NYRM
Luxury 5 Bedroom Detached Duplex With Bq,Lekki Phase 1 Lekki Lagos,"₦ 1,000,000,000",5,0,https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-4NXVE
15 Storey Building,"Glover Road, Ikoyi Lagos","$ 25,000,000",0,0,https://propertypro.ng/property/house-for-sale-glover-road-ikoyi-lagos-0NXVE
4 Units Of 3 Bedroom Flat,Egbe Idimu Lagos,"₦ 200,000,000",0,0,https://propertypro.ng/property/house-for-sale-egbe-idimu-lagos-4NXVF
House,"Off Afolabi Bus Stop, Lasu Isheri Road, Alimosho Lagos","₦ 85,000,000",0,0,https://propertypro.ng/property/house-for-sale-off-afolabi-bus-stop-lasu-isheri-road-alimosho-lagos-1NWQH
6 Plots Of Land,Ibeju Lekki Lagos,"₦ 40,000,000",0,0,https://propertypro.ng/property/land-for-sale-ibeju-lekki-lagos-5NXSA
Spacious 4 Bedroom Semi Detached Duplex With Bq,Surulere Lagos,"₦ 280,000,000",4,0,https://propertypro.ng/property/4-bedroom-house-for-sale-surulere-lagos-1NXSA
3 Bedroom Terraced Duplex With Bq,Abraham Adesanya Estate Ajah Lagos,"₦ 75,000,000",3,0,https://propertypro.ng/property/3-bedroom-house-for-sale-abraham-adesanya-estate-ajah-lagos-3NXUK
4 Bedroom Terraced Duplex With A Room Bq,Chevron Lekki Lagos,"₦ 140,000,000",4,0,https://propertypro.ng/property/4-bedroom-house-for-sale-chevron-lekki-lagos-9NXST
5 Bedroom Detached House With Bq,Ikoyi Lagos,"₦ 750,000,000",5,0,https://propertypro.ng/property/5-bedroom-house-for-sale-ikoyi-lagos-6NXSC
5 Bedroom Detached Duplex With Bq,Chevron Lekki Lagos,"₦ 600,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-9NTLM
4 Bedroom Detached Duplex,Ajah Lagos,"₦ 200,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-6NUFX
2/3 Bedroom Apartment With Swimming/pool/elevator,Lekki Phase 1 Lekki Lagos,"₦ 400,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-6NUBY
5 Bedroom Detached Duplex With Bq,Ajah Lagos,"₦ 270,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ajah-lagos-9NUFJ
2 Bedroom Flat With Rooftop,Lekki Phase 1 Lekki Lagos,"₦ 400,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-7NUEL
5 Bedroom Detached Duplex With Study Room,Ajah Lagos,"₦ 200,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ajah-lagos-1NUNL
Units Of 2 Bedroom Apartment,Osapa London Lekki Lagos,"₦ 140,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-osapa-london-lekki-lagos-2NUHK
5 Bedroom Detached Duplex With Bq,Ajah Lagos,"₦ 285,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ajah-lagos-5NUFV
Units Of 2 Bedroom Apartment,Ologolo Lekki Lagos,"₦ 90,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ologolo-lekki-lagos-7NUNV
5 Bedroom Detached Duplex For Sale,Lekki Phase 1 Lekki Lagos,"₦ 1,200,000,000/year",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-2NUFX
4 Bedroom Detached Duplex,Orchid Lekki Lagos,"₦ 240,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-orchid-lekki-lagos-7NTST
5 Bedroom Detached Duplex,Chevron Lekki Lagos,"₦ 450,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-0NTPV
5 Bedroom Fully Detached Duplex,Ikate Lekki Lagos,"₦ 470,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-4MKWZ
4 Bedroom Detached Duplex,Ikota Lekki Lagos,"₦ 280,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-6NTSR
4 Bedroom Detached Duplex,Ajah Lagos,"₦ 210,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-4NUBW
Fully Automated 5 Bedroom Detached Duplex With Pool,Chevron Toll Gate Lekki Lagos,"₦ 600,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-toll-gate-lekki-lagos-0NXMB
6 Bedroom Detached Duplex,Chevron Lekki Lagos,"₦ 750,000,000",6,6,https://propertypro.ng/property/6-bedroom-house-for-sale-chevron-lekki-lagos-9NUFV
5 Bedroom Fully Detached Duplex,Ologolo Lekki Lagos,"₦ 350,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ologolo-lekki-lagos-1NWBL
5 Bedroom Semi Detached Duplex,Ikate Lekki Lagos,"₦ 330,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-1NWNC
1 Bedroom Apartment,Victoria Island Lagos,"₦ 350,000,000",1,1,https://propertypro.ng/property/1-bedroom-flat-apartment-for-sale-victoria-island-lagos-9NWND
Joint Venture Development,Freedom Way Lekki Lagos,"₦ 1,200,000,000",0,0,https://propertypro.ng/property/land-for-sale-freedom-way-lekki-lagos-1NVZP
1 Bedroom And 2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,"₦ 300,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-4NWHQ
Twin 5 Bedroom Duplexes,Ikolaba Estate Bodija Ibadan Oyo,"₦ 360,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ikolaba-estate-bodija-ibadan-oyo-2NXME
New 2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,"₦ 230,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-1NWJH
Land,Lekki Phase 1 Lekki Lagos,"₦ 250,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-2NWGY
2 Bedroom Apartment,Victoria Island Lagos,"$ 750,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-victoria-island-lagos-2NWHQ
