Title,Location,Price,Bedrooms,Bathrooms,URL
Newly Built 5 Bedroom Detached Duplex,Ajah Lagos,"₦ 255,000,000",5,6,https://propertypro.ng/property/5-bedroom-house-for-sale-ajah-lagos-9MVCJ
Newly Built 4 Bedroom Terrace Duplex For Rent,Old Ikoyi Ikoyi Lagos,"₦ 100,000,000",4,5,https://propertypro.ng/property/4-bedroom-house-for-rent-old-ikoyi-ikoyi-lagos-1NYAX
4 Bedroom Semi Detached Duplex,Vgc Lekki Lagos,"₦ 150,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-vgc-lekki-lagos-7NSJA
4 Bedroom Semi Detached Duplex With Mini Bar,Ajah Lagos,"₦ 150,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-3NRAL
4 Bedroom Semi Detached Duplex,Agungi Lekki Lagos,"₦ 290,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-agungi-lekki-lagos-8NPNN
4 Bedroom Semi Detached Duplex,Chevron Lekki Lagos,"₦ 300,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-chevron-lekki-lagos-3NJUV
4 Units Of 4 Bedroom Detached Duplex,Chevron Lekki Lagos,"₦ 220,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-chevron-lekki-lagos-2MJJU
2 Bedroom Apartment,Victoria Island Lagos,"₦ 450,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-victoria-island-lagos-4MWYK
5 Bedroom Detached Duplex,Ajah Lagos,"₦ 260,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ajah-lagos-5MMNC
4 Bedroom Detached Duplex,Orchid Lekki Lagos,"₦ 180,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-orchid-lekki-lagos-6MYDS
5 Bedroom Detached Duplex With Swimming Pool,Osapa London Lekki Lagos,"₦ 750,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-4NRJL
4 Bedroom Semi Detached Duplex With Bq,Ajah Lagos,"₦ 160,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-2NFPZ
Nelwy Built 4 Bedroom Semi Detached Duplex,Ajah Lagos,"₦ 130,000,000",4,5,https://propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-2MVCM
Land Measuring 500sqm,"Ikeja City Mall,alausa, Dr Casa Luxurie Omole Phase 2 Ojodu Lagos","₦ 300,000,000",0,0,https://propertypro.ng/property/land-for-sale-ikeja-city-mallalausa-dr-casa-luxurie-omole-phase-2-ojodu-lagos-1NXDG
5 Bedroom Semi Detached Duplex,Oniru Victoria Island Lagos,"₦ 500,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-oniru-victoria-island-lagos-6NBJR
Furnished 6 Bedroom Detached Duplex With Bq,Osapa London Lekki Lagos,"₦ 1,600,000,000",6,5,https://propertypro.ng/property/6-bedroom-house-for-sale-osapa-london-lekki-lagos-1MXMJ
5 Bedroom Detached Duplex,Orchid Lekki Lagos,"₦ 500,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-orchid-lekki-lagos-1NGGV
5 Bedroom Detached Duplex With Swimming Pool,Ajah Lagos,"₦ 260,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ajah-lagos-1NEHS
Serviced 2 & 3 Bedroom Apartment With Pool For Sale,Ikate Lekki Lagos,"₦ 140,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-9NHWC
4 Bedroom Semi Detached Duplex With Bq,Agungi Lekki Lagos,"₦ 290,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-agungi-lekki-lagos-2NDMR
5 Bedroom Detached Duplex,Idado Lekki Lagos,"₦ 550,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-idado-lekki-lagos-9MMNA
2 Bedroom Apartment,Ikate Lekki Lagos,"₦ 200,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-8NCYH
4 Bedroom Detached Duplex,Ikota Lekki Lagos,"₦ 350,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-8MQNQ
Newly Built 4 Bedroom Semi Detached House,Ajah Lekki Lagos Off Lekki Epe Expressway Ajah Lagos,"₦ 140,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ajah-lekki-lagos-off-lekki-epe-expressway-ajah-lagos-0NQUP
5 Bedroom Semi Detached Duplex,Orchid Lekki Lagos,"₦ 250,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-orchid-lekki-lagos-3MWXK
6 Bedroom Detached Duplex,Ikate Lekki Lagos,"₦ 1,700,000,000",6,6,https://propertypro.ng/property/6-bedroom-house-for-sale-ikate-lekki-lagos-2NPVY
5 Bedroom Duplex /swimming Pool /gym /rooftop,Ikota Lekki Lagos,"₦ 600,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-5MKCA
Newlybuilt 3 Bedroom Apartment With Bq For Sale,Ikate Lekki Lagos,"₦ 260,000,000",3,4,https://propertypro.ng/property/3-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-9NHVZ
4 Bedroom Duplex,Orchid Lekki Lagos,"₦ 240,000,000",4,5,https://propertypro.ng/property/4-bedroom-house-for-sale-orchid-lekki-lagos-9MWLK
5 Bedroom Detached Duplex With Pool,Orchid Lekki Lagos,"₦ 420,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-orchid-lekki-lagos-3NQPV
2 Bedroom Apartment,Lekki Lagos,"₦ 200,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lekki-lagos-0MJJS
4 Bedroom Semi Detached Duplex,Ajah Lagos,"₦ 145,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-3NQDN
4 Bedroom Detached Duplex With Bq,Sangotedo Ajah Lagos,"₦ 135,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-sangotedo-ajah-lagos-5MLWG
4 Bedroom Semi Detached Duplex,Chevron Lekki Lagos,"₦ 250,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-chevron-lekki-lagos-3NGLF
5 Bedroom Detached Duplex With Rooftop Terraced,Chevron Lekki Lagos,"₦ 380,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-5NCXX
5 Bedroom Fully Detached Duplex,Chevron Toll Gate Lekki Lagos,"₦ 680,000,000",5,6,https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-toll-gate-lekki-lagos-4NWPP
"5 Bedroom Detached Duplex With Cinema, Swimming Pool",Ikota Lekki Lagos,"₦ 380,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-6NGKY
4 Bedroom Semi Detached Duplex,Ajah Lagos,"₦ 100,000,000",4,4,https://propertypro.ng/property/4-bedroom-flat-apartment-for-sale-ajah-lagos-1MWBU
5 Bedroom Duplex,Osapa London Lekki Lagos,"₦ 700,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-0NHQC
5 Bedroom Detached Duplex,Orchid Lekki Lagos,"₦ 230,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-orchid-lekki-lagos-1MPVU
5 Bedroom Detached Duplex With Bq,Ologolo Lekki Lagos,"₦ 320,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ologolo-lekki-lagos-1MPYF
2 Bedroom Apartment,Ikate Lekki Lagos,"₦ 200,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-9NLDZ
5 Bedroom Detached Duplex,Ikate Lekki Lagos,"₦ 900,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-5NQDF
5 Bedroom Duplex With Swimming Pool/cinema,Osapa London Lekki Lagos,"₦ 1,550,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-8NTMF
4 Bedroom Semi Detached Duplex,Chevron Lekki Lagos,"₦ 240,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-chevron-lekki-lagos-5MYUF
3 Bedroom Apartment,Oniru Victoria Island Lagos,"₦ 20,000,000/year",3,3,https://propertypro.ng/property/3-bedroom-flat-apartment-for-rent-oniru-victoria-island-lagos-7NVGC
6 Bedroom Detached Duplex,Chevron Lekki Lagos,"₦ 1,300,000,000",6,6,https://propertypro.ng/property/6-bedroom-house-for-sale-chevron-lekki-lagos-4NLDY
5 Bedroom Detached Duplex,Lekki Phase 1 Lekki Lagos,"₦ 500,000,000",5,6,https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-8MVCM
Newly Built 2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,"₦ 200,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-2MVCJ
5 Bedroom Detached Duplex With Bq,Orchid Lekki Lagos,"₦ 320,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-orchid-lekki-lagos-8NEPC
5 Bedroom Rooftop Terrace Duplex,Osapa London Lekki Lagos,"₦ 720,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-5NSVD
4 Bedroom Duplex,Ajah Lagos,"₦ 220,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-2MVQH
5 Bedroom Detached Duplex With Pool,Orchid Lekki Lagos,"₦ 420,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-orchid-lekki-lagos-8NQPV
5 Bedroom Semi Detached Duplex,Osapa London Lekki Lagos,"₦ 380,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-9MZBB
4 Bedroom Detached Duplex With Bq,Sangotedo Ajah Lagos,"₦ 140,000,000",0,0,https://propertypro.ng/property/house-for-sale-sangotedo-ajah-lagos-3MLWH
5 Bedroom Duplex With Swimming Pool,Chevron Lekki Lagos,"₦ 370,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-1NGLL
4 Bedroom Semi Detached Duplex,Lekki Phase 1 Lekki Lagos,"₦ 350,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-9MVQB
Brand New 5 Bedroom Detached Duplex,Lekki Phase 1 Lekki Lagos,"₦ 1,500,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-5NUKT
4 Bedroom Detached Duplex With Rooftop Terrace,Ajah Lagos,"₦ 255,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-7NGLM
5 Bedroom Detached Home,Idado Lekki Lagos,"₦ 500,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-idado-lekki-lagos-1MMAW
Contemporary 4 Bedroom Semi Detached Duplex,Ajah Lagos,"₦ 150,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-9NRHJ
5 Bedroom Fully Detached Duplex,Ikoyi Lagos,"₦ 2,500,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ikoyi-lagos-0NPVH
2 Bedroom Apartment,Ikate Lekki Lagos,"₦ 218,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-8NPNH
2/3 Bedroom Apartment,Ikate Lekki Lagos,"₦ 240,000,000",3,3,https://propertypro.ng/property/3-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-5NPVZ
5 Bedroom Fully Detached Duplex,Ikoyi Lagos,"₦ 1,200,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ikoyi-lagos-0NNTH
5 Bedroom Detached Duplex With Swimming Pool,Ajah Lagos,"₦ 250,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ajah-lagos-1NRUE
4 Bedroom Semi Detached Duplex,Ajah Lagos,"₦ 140,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-9NSBP
600sqm & 1020sqm Plots In A Beautiful Estate,Maiyegun Beach Estate Jakande Lekki Phase 1 Lekki Lagos,"₦ 500,000,000",0,0,https://propertypro.ng/property/land-for-sale-maiyegun-beach-estate-jakande-lekki-phase-1-lekki-lagos-2NRKV
4 Bedroom Detached Duplex,Lekki Lagos,"₦ 350,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-lekki-lagos-5NSWL
4 Bedroom Apartment,Ikate Lekki Lagos,"₦ 350,000,000",4,4,https://propertypro.ng/property/4-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-2NQDA
4 Bedroom Terraced Duplex With Bq,Ikota Lekki Lagos,"₦ 200,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-7NCHS
4 Bedroom Terrace Duplex With Bq,Oniru Victoria Island Lagos,"₦ 550,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-oniru-victoria-island-lagos-3NCLV
4 Bedroom Terrace Duplex With Bq,Lekki Phase 1 Lekki Lagos,"₦ 537,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-9NDCJ
4 Bedroom Terraced Triplex,Ikate Lekki Lagos,"₦ 330,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-0MLJM
4 Bedroom Semi Detached Duplex,Vgc Lekki Lagos,"₦ 195,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-vgc-lekki-lagos-2NJUR
4 Bedroom Semi Detached Duplex,Orchid Lekki Lagos,"₦ 180,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-orchid-lekki-lagos-2NQQD
Serviced 2 & 3 Bedroom Apartment,Ikate Lekki Lagos,"₦ 140,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-8NHWH
3 Bedroom Apartment,Ikate Lekki Lagos,"₦ 180,000,000",3,3,https://propertypro.ng/property/3-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-2NCLT
4 Bedroom Semi Detached Duplex,Ikate Lekki Lagos,"₦ 450,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-1NAVU
606sqm/820sqm/1330sqm Residential Plots Of Land,"Harris Drive Beside, Vgc Lekki Lagos","₦ 252,000,000",0,0,https://propertypro.ng/property/land-for-sale-harris-drive-beside-vgc-lekki-lagos-3LRDM
5 Bedroom Detached Duplex,Ajah Lagos,"₦ 320,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ajah-lagos-0MWMR
5 Bedroom Semi Detached Duplex,Ikate Lekki Lagos,"₦ 880,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-7MVQF
5 Bedroom Detached Duplex,Osapa London Lekki Lagos,"₦ 850,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-5MUZW
4 Bedroom Detached Duplex,Ajah Lagos,"₦ 175,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-4NFPX
5 Bedroom Duplex,Chevron Lekki Lagos,"₦ 400,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-2MWMX
4 Bedroom Detached Duplex,Lekki Phase 1 Lekki Lagos,"₦ 1,100,000,000",4,5,https://propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-2MYJQ
4 Bedroom Duplex,Sangotedo Ajah Lagos,"₦ 170,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-sangotedo-ajah-lagos-2MLTZ
2 Bedroom Apartment Available For Sale!!!,Ologolo Lekki Lagos,"₦ 120,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ologolo-lekki-lagos-3NHWF
4 Bedroom Terraced Duplex,Ikate Lekki Lagos,"₦ 300,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-6NQQG
5 Bedroom Smart House,Omole Phase One Estate Omole Phase 1 Ojodu Lagos,"₦ 700,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-omole-phase-one-estate-omole-phase-1-ojodu-lagos-4NUXQ
5 Bedroom Duplex,Lekki County Ikota Lekki Lagos,"₦ 450,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-county-ikota-lekki-lagos-3MQQY
6 Bedroom Detached Duplex,Ikate Lekki Lagos,"₦ 1,800,000,000",6,6,https://propertypro.ng/property/6-bedroom-house-for-sale-ikate-lekki-lagos-3NPEV
Newly Built 3 Bedroom Apartment With Pool,Lekki Phase 1 Lekki Lagos,"₦ 400,000,000",3,4,https://propertypro.ng/property/3-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-9NHVY
4 Bedroom Semi Detached Duplex With Bq,Ikota Lekki Lagos,"₦ 145,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-2NEAS
5 Bedroom Detached Duplex,Ajah Lagos,"₦ 220,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ajah-lagos-5MVPD
3 Bedroom Terraced Duplex With 2 Bq,Orchid Lekki Lagos,"₦ 150,000,000",3,5,https://propertypro.ng/property/3-bedroom-house-for-sale-orchid-lekki-lagos-6NHYL
5 Bedroom Detached Duplex W'ith Bq,Idado Lekki Lagos,"₦ 260,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-idado-lekki-lagos-6NQPZ
4 Bedroom Semi Detached Duplex,Ologolo Lekki Lagos,"₦ 185,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ologolo-lekki-lagos-9MYUD
2 Bedroom Apartment With Swimming Pool,Lekki Phase 1 Lekki Lagos,"₦ 280,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-5NHWK
5 Bedroom Detached Duplex,Lekki Phase 1 Lekki Lagos,"₦ 1,100,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-1MXMH
5 Bedroom Detached Duplex With Bq,Lekki Lagos,"₦ 370,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-lagos-6MXQP
Offplan 2 Bedroom Apartment In Victoria Island,Victoria Island Lagos,"₦ 117,450,000/year",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-victoria-island-lagos-4NXUD
5 Bedroom Duplex,Ajah Lagos,"₦ 350,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ajah-lagos-3MVPZ
5 Bedroom Detached Home,Lekki Phase 1 Lekki Lagos,"₦ 1,400,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-0NEJK
5 Bedroom Detached Duplex,Ajah Lagos,"₦ 300,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ajah-lagos-7NRTB
4 Bedroom Terrace Duplex With Bq,Ologolo Lekki Lagos,"₦ 210,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ologolo-lekki-lagos-4NEHS
4 Bedroom Detached Duplex With Bq,Lekki Phase 1 Lekki Lagos,"₦ 370,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-1NADG
4 Bedroom Maisonette,Lekki Phase 1 Lekki Lagos,"₦ 450,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-3MRMU
2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,"₦ 220,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-4MUZY
5 Bedroom Duplex,Ikota Lekki Lagos,"₦ 350,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-0MWNA
6 Bedroom Detached Duplex,Chevron Lekki Lagos,"₦ 750,000,000",6,6,https://propertypro.ng/property/6-bedroom-house-for-sale-chevron-lekki-lagos-8NQDL
Newly Built 4 Bedroom Semi Detached House,Ajah Lekki Lagos Off Lekki Epe Expressway Ajah Lagos,"₦ 140,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ajah-lekki-lagos-off-lekki-epe-expressway-ajah-lagos-0NQUP
5 Bedroom Detached Duplex W'ith Bq,Idado Lekki Lagos,"₦ 260,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-idado-lekki-lagos-5NQPZ
4 Bedroom Detached Duplex,Chevron Lekki Lagos,"₦ 375,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-chevron-lekki-lagos-1MRNB
2 Bedroom Apartment,Ologolo Lekki Lagos,"₦ 130,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ologolo-lekki-lagos-0NRHV
4 Bedroom Detached Duplex,Lekki Phase 1 Lekki Lagos,"₦ 450,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-2NADK
Spacious 4 Bedroom Semi Detached Duplex,Ajah Lagos,"₦ 150,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-4NQXX
7 Bedroom Duplex,Osapa London Lekki Lagos,"₦ 950,000,000",7,7,https://propertypro.ng/property/7-bedroom-house-for-sale-osapa-london-lekki-lagos-6MYLG
2 Bedroom Apartment,Ikate Lekki Lagos,"₦ 150,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-1NHNN
5 Bedroom Detached Duplex With Bq,Ajah Lagos,"₦ 250,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ajah-lagos-5NEZF
4 Bedroom Maisonette Penthouse,Victoria Island Lagos,"₦ 950,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-victoria-island-lagos-0NPVL
3 Bedroom Apartment With Bq,Lekki Phase 1 Lekki Lagos,"₦ 360,000,000",3,3,https://propertypro.ng/property/3-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-7NHWF
4 Bedroom Semi Detached Duplex,Chevron Lekki Lagos,"₦ 200,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-chevron-lekki-lagos-3MRSV
Contemporary 5 Bedroom Detached Duplex With Bq,Chevron Lekki Lagos,"₦ 600,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-7NRBY
4 Bedroom Semi Detached Duplex,Ikota Lekki Lagos,"₦ 160,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-4MMCG
6 Bedroom Detached Duplex / Indoor Swimming Pool,Chevron Lekki Lagos,"₦ 520,000,000",6,7,https://propertypro.ng/property/6-bedroom-house-for-sale-chevron-lekki-lagos-2MVJZ
5 Bedroom Detached Duplex,Sangotedo Ajah Lagos,"₦ 255,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-sangotedo-ajah-lagos-3MUBT
5 Bedroom Detached Duplex,Chevron Lekki Lagos,"₦ 500,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-7NCXV
4 Bedroom Detached Duplex,Ajah Lagos,"₦ 160,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-8MVVR
5 Bedroom Detached Duplex With Pool,Ajah Lagos,"₦ 249,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ajah-lagos-1NRHG
4 Bedroom Detached Duplex,Orchid Lekki Lagos,"₦ 240,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-orchid-lekki-lagos-2NGSW
4 Bedroom Semi Detached Duplex,Orchid Lekki Lagos,"₦ 145,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-orchid-lekki-lagos-4MYUD
4 Bedroom Semi Detached Duplex With Bq,Orchid Lekki Lagos,"₦ 200,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-orchid-lekki-lagos-1NLEM
5 Bedroom Detached Duplex,Chevron Lekki Lagos,"₦ 750,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-0NRCA
5 Bedroom Detached Duplex,Ikota Lekki Lagos,"₦ 400,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-7MZAV
Fully Automated 5 Bedroom Detached Duplex,Osapa London Lekki Lagos,"₦ 2,300,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-7NHXH
4 Bedroom Detached Duplex,Ajah Lagos,"₦ 150,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-5MMCJ
4 Bedroom Semi Detached Duplex,Orchid Lekki Lagos,"₦ 195,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-orchid-lekki-lagos-8MYAY
4 Bedroom Detached Duplex,Idado Lekki Lagos,"₦ 220,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-idado-lekki-lagos-1MKWR
5 Bedroom Detached Duplex,Orchid Lekki Lagos,"₦ 250,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-orchid-lekki-lagos-3NSHU
5 Bedroom Detached Duplex With Swimming Pool,Chevron Lekki Lagos,"₦ 450,000,000",5,5,https://propertypro.ng/property/5-bedroom-flat-apartment-for-sale-chevron-lekki-lagos-9NHWJ
5 Bedroom Detached Duplex,Ajah Lagos,"₦ 220,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ajah-lagos-1NSHT
5 Bedroom Semi Detached Duplex With Bq,Ologolo Lekki Lagos,"₦ 230,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ologolo-lekki-lagos-4NEAV
5 Bedroom Detached Duplex With Swimming Pool,Vgc Lekki Lagos,"₦ 370,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-vgc-lekki-lagos-5NJUT
7 Bedroom Duplex,Osapa London Lekki Lagos,"₦ 950,000,000",7,7,https://propertypro.ng/property/7-bedroom-house-for-sale-osapa-london-lekki-lagos-9MYLQ
4 Bedroom Terraced Duplex With Bq,Osborne Osborne Foreshore Estate Ikoyi Lagos,"₦ 350,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-osborne-osborne-foreshore-estate-ikoyi-lagos-5NNRL
7 Bedroom Duplex,Osapa London Lekki Lagos,"₦ 950,000,000",7,7,https://propertypro.ng/property/7-bedroom-house-for-sale-osapa-london-lekki-lagos-9MYLQ
4 Bedroom Detached Duplex,Orchid Lekki Lagos,"₦ 240,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-orchid-lekki-lagos-9NHVX
5 Bedroom Detached Duplex,Osapa London Lekki Lagos,"₦ 400,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-8MMWG
5 Bedroom Duplex,Lekki Phase 1 Lekki Lagos,"₦ 1,200,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-9MTNZ
